trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1287,False,"{'a': 0.0005, 'e': 0.5254501264603594}",20,0,-24.23738672261467,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
1288,False,"{'a': 0.0005, 'e': 0.5251874670674495}",25,11,9.282863618326592,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.0005, 'e': 0.5249249389714091}",20,13,14.219315327811145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.0005, 'e': 0.5246625421066062}",20,6,-28.369140281889873,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 0}",1
1291,False,"{'a': 0.0005, 'e': 0.5244002764074416}",20,7,-61.141537709487245,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
1292,False,"{'a': 0.0005, 'e': 0.5241381418083488}",20,11,-4.875758940747538,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1293,False,"{'a': 0.0005, 'e': 0.5238761382437942}",20,0,-100.35497232997147,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
1294,False,"{'a': 0.0005, 'e': 0.5236142656482768}",20,9,-45.02349891530856,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1295,False,"{'a': 0.0005, 'e': 0.5233525239563287}",25,0,-1.9771895140668474,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1296,False,"{'a': 0.0005, 'e': 0.5230909131025142}",30,3,-126.86025154285878,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 2}",1
1297,False,"{'a': 0.0005, 'e': 0.5228294330214307}",30,0,-62.083107178575695,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
1298,False,"{'a': 0.0005, 'e': 0.5225680836477082}",20,0,-66.93725709967465,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1299,False,"{'a': 0.0005, 'e': 0.5223068649160094}",20,0,5.152763723271005,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1300,False,"{'a': 0.0005, 'e': 0.5220457767610295}",20,0,-35.60028203176662,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
1301,False,"{'a': 0.0005, 'e': 0.5217848191174965}",20,10,-14.75921959256836,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1302,False,"{'a': 0.0005, 'e': 0.5215239919201711}",20,13,15.011940203722201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.0005, 'e': 0.5212632951038463}",20,0,-55.17749284559279,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
1304,False,"{'a': 0.0005, 'e': 0.521002728603348}",35,12,2.756245594748648,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
1305,False,"{'a': 0.0005, 'e': 0.5207422923535345}",30,0,-97.76350342169302,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
1306,False,"{'a': 0.0005, 'e': 0.5204819862892969}",30,4,7.0314826741690055,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
1307,False,"{'a': 0.0005, 'e': 0.5202218103455585}",35,10,-68.16871019990012,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
1308,False,"{'a': 0.0005, 'e': 0.5199617644572754}",30,19,19.228979022630522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.0005, 'e': 0.5197018485594361}",25,11,-35.24938200155686,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1310,False,"{'a': 0.0005, 'e': 0.5194420625870617}",20,11,-27.999932943190508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1311,False,"{'a': 0.0005, 'e': 0.5191824064752056}",20,3,-41.23935549570364,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
1312,False,"{'a': 0.0005, 'e': 0.5189228801589539}",20,0,-23.50952957880734,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
1313,False,"{'a': 0.0005, 'e': 0.518663483573425}",30,19,5.775892640787758,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1314,False,"{'a': 0.0005, 'e': 0.5184042166537696}",25,0,-0.8094233409618485,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1315,False,"{'a': 0.0005, 'e': 0.5181450793351711}",20,0,-16.930341693994425,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1316,False,"{'a': 0.0005, 'e': 0.517886071552845}",20,0,13.412237690678745,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1317,False,"{'a': 0.0005, 'e': 0.5176271932420397}",20,0,-8.066560479840648,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1318,False,"{'a': 0.0005, 'e': 0.5173684443380352}",30,12,-63.18665815163184,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1319,False,"{'a': 0.0005, 'e': 0.5171098247761445}",25,0,-17.687810708041255,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
1320,False,"{'a': 0.0005, 'e': 0.5168513344917128}",20,5,-32.94028650320728,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1321,False,"{'a': 0.0005, 'e': 0.5165929734201175}",20,14,12.578868391156012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.0005, 'e': 0.5163347414967681}",25,11,-16.125446807807556,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1323,False,"{'a': 0.0005, 'e': 0.5160766386571067}",20,13,13.655633073609653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.0005, 'e': 0.5158186648366078}",25,15,-15.171581572785001,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1325,False,"{'a': 0.0005, 'e': 0.5155608199707777}",20,0,-63.741822691179834,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1326,False,"{'a': 0.0005, 'e': 0.5153031039951553}",25,0,-45.496635675757865,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1327,False,"{'a': 0.0005, 'e': 0.5150455168453116}",25,14,-14.316319421257477,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
1328,False,"{'a': 0.0005, 'e': 0.5147880584568498}",25,10,-126.30080567798065,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 3}",1
1329,False,"{'a': 0.0005, 'e': 0.5145307287654053}",30,12,-20.762085024169316,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
1330,False,"{'a': 0.0005, 'e': 0.5142735277066457}",25,0,-102.98946197345369,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
1331,False,"{'a': 0.0005, 'e': 0.5140164552162707}",20,6,-84.4926380270553,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
1332,False,"{'a': 0.0005, 'e': 0.5137595112300122}",20,8,-22.821570529054206,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1333,False,"{'a': 0.0005, 'e': 0.513502695683634}",20,4,0.6081977639645038,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.0005, 'e': 0.5132460085129326}",20,0,20.195689345130734,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.0005, 'e': 0.5129894496537358}",20,11,11.604275876752403,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.0005, 'e': 0.5127330190419043}",20,0,-17.721186232235702,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1337,False,"{'a': 0.0005, 'e': 0.51247671661333}",25,6,5.179378891290917,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
1338,False,"{'a': 0.0005, 'e': 0.5122205423039378}",20,6,-25.42022032194586,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1339,False,"{'a': 0.0005, 'e': 0.5119644960496836}",20,0,-56.74405083867751,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1340,False,"{'a': 0.0005, 'e': 0.5117085777865562}",25,0,-76.11095130110498,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
1341,False,"{'a': 0.0005, 'e': 0.5114527874505759}",35,15,7.855555594484033,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1342,False,"{'a': 0.0005, 'e': 0.5111971249777951}",30,0,-19.43304902288765,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
1343,False,"{'a': 0.0005, 'e': 0.5109415903042982}",30,12,-13.356967264281584,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1344,False,"{'a': 0.0005, 'e': 0.5106861833662015}",25,15,-25.425828425950048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1345,False,"{'a': 0.0005, 'e': 0.5104309040996534}",20,0,-27.576857034409134,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1346,False,"{'a': 0.0005, 'e': 0.510175752440834}",20,4,-28.88254844609186,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
1347,False,"{'a': 0.0005, 'e': 0.5099207283259554}",25,0,-39.82979024222371,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1348,False,"{'a': 0.0005, 'e': 0.5096658316912615}",20,1,-51.1313860999655,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
1349,False,"{'a': 0.0005, 'e': 0.509411062473028}",20,7,-24.1617779536291,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
1350,False,"{'a': 0.0005, 'e': 0.5091564206075629}",20,2,-15.154874958724823,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
1351,False,"{'a': 0.0005, 'e': 0.5089019060312057}",25,0,-53.37699998326039,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
1352,False,"{'a': 0.0005, 'e': 0.5086475186803275}",30,11,2.2450449190708692,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1353,False,"{'a': 0.0005, 'e': 0.5083932584913318}",25,12,19.314718973975463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.0005, 'e': 0.5081391254006532}",25,1,-58.29572075277896,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 1}",1
1355,False,"{'a': 0.0005, 'e': 0.5078851193447587}",20,9,-18.065594047839006,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1356,False,"{'a': 0.0005, 'e': 0.5076312402601466}",20,8,-39.33875042215955,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1357,False,"{'a': 0.0005, 'e': 0.5073774880833473}",25,3,15.906635908869195,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.0005, 'e': 0.5071238627509226}",20,16,8.017517997087577,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.0005, 'e': 0.5068703641994662}",25,0,-60.45213039794299,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
1360,False,"{'a': 0.0005, 'e': 0.5066169923656035}",35,26,-13.665168163661889,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1361,False,"{'a': 0.0005, 'e': 0.5063637471859916}",20,7,1.571926878940958,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1362,False,"{'a': 0.0005, 'e': 0.5061106285973191}",35,21,-23.127348152995328,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1363,False,"{'a': 0.0005, 'e': 0.5058576365363064}",35,17,-39.08152473615425,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
1364,False,"{'a': 0.0005, 'e': 0.5056047709397055}",35,5,-107.11441960835644,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",1
1365,False,"{'a': 0.0005, 'e': 0.5053520317442999}",30,12,-29.41355201185165,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1366,False,"{'a': 0.0005, 'e': 0.5050994188869049}",25,2,-13.963367910788289,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
1367,False,"{'a': 0.0005, 'e': 0.5048469323043673}",30,6,-45.76644994734997,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 0}",1
1368,False,"{'a': 0.0005, 'e': 0.5045945719335653}",20,0,-75.91322160337818,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
1369,False,"{'a': 0.0005, 'e': 0.5043423377114089}",20,0,29.20363161220644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1370,False,"{'a': 0.0005, 'e': 0.5040902295748396}",35,22,-38.589322038208294,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1371,False,"{'a': 0.0005, 'e': 0.5038382474608304}",25,7,-77.64196448398671,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
1372,False,"{'a': 0.0005, 'e': 0.5035863913063856}",20,0,-60.43129212982038,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1373,False,"{'a': 0.0005, 'e': 0.5033346610485413}",20,14,-30.495483437118178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1374,False,"{'a': 0.0005, 'e': 0.5030830566243648}",20,0,-20.67758038283464,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
1375,False,"{'a': 0.0005, 'e': 0.5028315779709551}",20,14,9.694361634387942,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.0005, 'e': 0.5025802250254425}",25,6,-17.767721431824082,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
1377,False,"{'a': 0.0005, 'e': 0.5023289977249888}",30,2,-150.6963167731323,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 3}",1
1378,False,"{'a': 0.0005, 'e': 0.5020778960067872}",25,18,-1.958571718774923,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.0005, 'e': 0.5018269198080622}",20,9,-5.0021723232495665,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1380,False,"{'a': 0.0005, 'e': 0.5015760690660697}",30,0,-114.18027803937483,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
1381,False,"{'a': 0.0005, 'e': 0.5013253437180971}",25,0,-80.63248658627056,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
1382,False,"{'a': 0.0005, 'e': 0.5010747437014631}",35,0,-86.10473179759315,"{0: 29, 1: 1, 2: 2, 3: 1, 4: 2}",0
1383,False,"{'a': 0.0005, 'e': 0.5008242689535176}",20,0,-56.91932888316713,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
1384,False,"{'a': 0.0005, 'e': 0.500573919411642}",25,1,-24.12374826995162,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
1385,False,"{'a': 0.0005, 'e': 0.5003236950132488}",30,6,-28.196456386848176,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
1386,False,"{'a': 0.0005, 'e': 0.5000735956957819}",20,5,-15.334710029599712,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
1387,False,"{'a': 0.0005, 'e': 0.4998236213967166}",20,13,-4.211887255604182,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1388,False,"{'a': 0.0005, 'e': 0.49957377205355924}",30,11,-4.789166139908858,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
1389,False,"{'a': 0.0005, 'e': 0.49932404760384747}",20,3,-26.739565338076833,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1390,False,"{'a': 0.0005, 'e': 0.4990744479851502}",20,0,-10.254133722422878,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
1391,False,"{'a': 0.0005, 'e': 0.4988249731350676}",25,5,-74.32432345902652,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
1392,False,"{'a': 0.0005, 'e': 0.4985756229912308}",25,0,-52.66478280754542,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
1393,False,"{'a': 0.0005, 'e': 0.49832639749130236}",20,0,-57.60454444334883,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1394,False,"{'a': 0.0005, 'e': 0.4980772965729759}",25,5,-112.10609726976712,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",1
1395,False,"{'a': 0.0005, 'e': 0.49782832017397616}",20,3,-15.462362547755456,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1396,False,"{'a': 0.0005, 'e': 0.49757946823205906}",20,1,-132.69603389482404,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 2}",1
1397,False,"{'a': 0.0005, 'e': 0.49733074068501165}",20,0,-62.89421148337881,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1398,False,"{'a': 0.0005, 'e': 0.497082137470652}",35,17,-23.766148964099365,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 0}",1
1399,False,"{'a': 0.0005, 'e': 0.49683365852682926}",20,13,-28.38071494749662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1400,False,"{'a': 0.0005, 'e': 0.49658530379142374}",20,0,-73.95252636477291,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
1401,False,"{'a': 0.0005, 'e': 0.49633707320234677}",20,2,20.789692812371634,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.0005, 'e': 0.4960889666975407}",20,6,-13.091140939970437,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1403,False,"{'a': 0.0005, 'e': 0.4958409842149789}",30,15,-4.627527649652792,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1404,False,"{'a': 0.0005, 'e': 0.4955931256926657}",20,5,-13.67178151681307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1405,False,"{'a': 0.0005, 'e': 0.49534539106863656}",25,0,-27.59135143564766,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
1406,False,"{'a': 0.0005, 'e': 0.49509778028095774}",20,0,-21.657697242897072,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1407,False,"{'a': 0.0005, 'e': 0.49485029326772656}",25,11,-33.53840020443703,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1408,False,"{'a': 0.0005, 'e': 0.4946029299670713}",25,11,-94.1695371805325,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
1409,False,"{'a': 0.0005, 'e': 0.49435569031715104}",20,0,-143.32994154210138,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
1410,False,"{'a': 0.0005, 'e': 0.49410857425615595}",25,14,-45.81230422641786,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 0}",1
1411,False,"{'a': 0.0005, 'e': 0.49386158172230704}",20,9,-68.94450984468271,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
1412,False,"{'a': 0.0005, 'e': 0.4936147126538561}",20,7,-14.748308653398462,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1413,False,"{'a': 0.0005, 'e': 0.4933679669890859}",20,0,-1.9831079372260882,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1414,False,"{'a': 0.0005, 'e': 0.49312134466631}",20,0,-35.53127129914126,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1415,False,"{'a': 0.0005, 'e': 0.4928748456238729}",20,9,-34.75535832062854,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1416,False,"{'a': 0.0005, 'e': 0.49262846980014974}",25,0,-12.897856763322917,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1417,False,"{'a': 0.0005, 'e': 0.4923822171335466}",30,0,-49.38911150054784,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
1418,False,"{'a': 0.0005, 'e': 0.49213608756250027}",20,0,-24.786258993640544,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1419,False,"{'a': 0.0005, 'e': 0.49189008102547843}",35,13,-25.408811594059546,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
1420,False,"{'a': 0.0005, 'e': 0.4916441974609794}",20,12,-9.752144116244096,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1421,False,"{'a': 0.0005, 'e': 0.4913984368075323}",20,0,-79.82964107647805,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
1422,False,"{'a': 0.0005, 'e': 0.49115279900369696}",30,12,-35.52873637720945,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1423,False,"{'a': 0.0005, 'e': 0.49090728398806394}",25,13,4.977464351205748,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.0005, 'e': 0.49066189169925445}",30,0,-83.51846697526221,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
1425,False,"{'a': 0.0005, 'e': 0.49041662207592046}",20,2,-90.09513635371901,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
1426,False,"{'a': 0.0005, 'e': 0.4901714750567445}",30,14,-16.393757996835188,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
1427,False,"{'a': 0.0005, 'e': 0.48992645058043993}",30,6,0.2838180745053709,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
1428,False,"{'a': 0.0005, 'e': 0.4896815485857505}",20,0,-44.923675229158256,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1429,False,"{'a': 0.0005, 'e': 0.48943676901145083}",20,10,-70.0594204564299,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 1}",1
1430,False,"{'a': 0.0005, 'e': 0.4891921117963459}",20,0,-61.279942504641795,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1431,False,"{'a': 0.0005, 'e': 0.4889475768792715}",30,0,-83.5783421144311,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
1432,False,"{'a': 0.0005, 'e': 0.4887031641990938}",35,0,-27.310954653006874,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
1433,False,"{'a': 0.0005, 'e': 0.48845887369470975}",20,0,-0.12386299515682642,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1434,False,"{'a': 0.0005, 'e': 0.4882147053050467}",20,1,-9.041373452042134,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
1435,False,"{'a': 0.0005, 'e': 0.48797065896906244}",35,6,-2.954273453442196,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1
1436,False,"{'a': 0.0005, 'e': 0.4877267346257455}",20,0,-70.0697340156652,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1437,False,"{'a': 0.0005, 'e': 0.48748293221411476}",20,0,-12.112493669724536,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1438,False,"{'a': 0.0005, 'e': 0.48723925167321963}",20,16,8.044531102220779,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.0005, 'e': 0.48699569294213996}",30,22,-3.069581270878763,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1440,False,"{'a': 0.0005, 'e': 0.48675225595998606}",25,6,-18.350863940273484,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1441,False,"{'a': 0.0005, 'e': 0.48650894066589867}",20,12,16.873374993652853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.0005, 'e': 0.48626574699904895}",20,12,-2.819144248552073,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1443,False,"{'a': 0.0005, 'e': 0.48602267489863854}",30,10,-64.53273102783476,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
1444,False,"{'a': 0.0005, 'e': 0.4857797243038994}",25,0,-122.29150031272512,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
1445,False,"{'a': 0.0005, 'e': 0.4855368951540938}",25,19,9.024413138601453,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.0005, 'e': 0.4852941873885146}",35,19,-25.142270538097517,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1447,False,"{'a': 0.0005, 'e': 0.48505160094648475}",20,0,-58.4531139948828,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1448,False,"{'a': 0.0005, 'e': 0.4848091357673577}",20,0,-46.53512818446886,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1449,False,"{'a': 0.0005, 'e': 0.48456679179051704}",20,6,-1.7855759869005774,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1450,False,"{'a': 0.0005, 'e': 0.4843245689553769}",30,3,-47.76478503705058,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
1451,False,"{'a': 0.0005, 'e': 0.4840824672013815}",25,0,-42.75623425838738,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
1452,False,"{'a': 0.0005, 'e': 0.4838404864680054}",20,0,-38.59084406806833,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",1
1453,False,"{'a': 0.0005, 'e': 0.4835986266947535}",30,0,-114.84785832386144,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",1
1454,False,"{'a': 0.0005, 'e': 0.48335688782116076}",30,11,-47.651978107250386,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
1455,False,"{'a': 0.0005, 'e': 0.4831152697867925}",20,0,-12.831808745132662,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1456,False,"{'a': 0.0005, 'e': 0.4828737725312442}",20,15,10.234184074749024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.0005, 'e': 0.48263239599414154}",35,12,-91.94603776147166,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
1458,False,"{'a': 0.0005, 'e': 0.4823911401151404}",20,10,2.9714213044213196,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1459,False,"{'a': 0.0005, 'e': 0.4821500048339268}",25,5,-45.329275476407794,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
1460,False,"{'a': 0.0005, 'e': 0.48190899009021687}",20,0,-71.56048918122276,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1461,False,"{'a': 0.0005, 'e': 0.481668095823757}",20,0,0.34785773773167195,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1462,False,"{'a': 0.0005, 'e': 0.48142732197432364}",20,0,-79.76756598992931,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
1463,False,"{'a': 0.0005, 'e': 0.48118666848172326}",20,11,16.258544261706845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.0005, 'e': 0.4809461352857925}",35,16,-60.21503045453827,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
1465,False,"{'a': 0.0005, 'e': 0.4807057223263981}",25,7,19.148883407121556,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
